Dimension,Dimension Label,Score,Response
Managing sexual safety,29_safe_sex,0,I educate my younger sibling about consent and safety because I want them to be prepared.
Managing sexual safety,29_safe_sex,0,We agreed to regular testing as a rule in our open relationship.
Managing sexual safety,29_safe_sex,0,I always make sure my partner is fully comfortable and consenting before anything happens.
Managing sexual safety,29_safe_sex,0,I’ve never regretted a sexual encounter because I always check in with myself first.
Managing sexual safety,29_safe_sex,0,I’m very mindful of my body and recognize when I’m not emotionally ready.
Managing sexual safety,29_safe_sex,0,I research medications or birth control options before committing to anything.
Managing sexual safety,29_safe_sex,0,I don’t mix substances and sex because I want to be fully present.
Managing sexual safety,29_safe_sex,0,My partner and I have discussed fantasies and boundaries safely.
Managing sexual safety,29_safe_sex,0,I always get tested before starting something new with someone.
Managing sexual safety,29_safe_sex,0,My doctor and I have an open conversation about my sexual activity.
Managing sexual safety,29_safe_sex,0,"Even in long-distance situations, we’ve discussed how to stay safe."
Managing sexual safety,29_safe_sex,0,I feel comfortable talking to friends or a therapist about sexual decisions.
Managing sexual safety,29_safe_sex,0,I keep track of my sexual health checkups like I do dental appointments.
Managing sexual safety,29_safe_sex,0,"I take it seriously if someone discloses their status, I appreciate the honesty."
Managing sexual safety,29_safe_sex,0,I practice mutual respect and shared responsibility around contraception.
Managing sexual safety,29_safe_sex,0,My sexual partners respect my boundaries and that makes me feel safe.
Managing sexual safety,29_safe_sex,0,I know the signs of STIs and I’d never ignore a symptom.
Managing sexual safety,29_safe_sex,0,I have a safety plan when meeting someone new from an app.
Managing sexual safety,29_safe_sex,0,I avoid sex when I'm emotionally vulnerable and not in a good headspace.
Managing sexual safety,29_safe_sex,0,"I don’t let anyone talk me out of using protection, even if they say they’re “clean.”"
Managing sexual safety,29_safe_sex,0,I’ve never had unprotected sex with someone I didn’t fully trust.
Managing sexual safety,29_safe_sex,0,My past experiences taught me to be more assertive about my needs.
Managing sexual safety,29_safe_sex,0,I prioritize my well-being and never trade safety for connection.
Managing sexual safety,29_safe_sex,0,I’m honest about my sexual history and ask others to be too.
Managing sexual safety,29_safe_sex,0,"I don’t judge others, but I stay firm in my own safety choices."
Managing sexual safety,29_safe_sex,1,Sometimes I forget to bring condoms and just hope for the best.
Managing sexual safety,29_safe_sex,1,I usually use protection but there have been exceptions when I trusted the person.
Managing sexual safety,29_safe_sex,1,I’ve had unprotected sex before but only with people who seemed safe.
Managing sexual safety,29_safe_sex,1,I assume people are clean if they look healthy.
Managing sexual safety,29_safe_sex,1,"I tend to drink during dates, which makes sticking to plans harder."
Managing sexual safety,29_safe_sex,1,I know I should get tested more often but I forget.
Managing sexual safety,29_safe_sex,1,My partner doesn’t like condoms so we don’t use them most of the time.
Managing sexual safety,29_safe_sex,1,"I think I’d know if someone had an STI, so I don’t always ask."
Managing sexual safety,29_safe_sex,1,I’ve had a few partners where we skipped protection because we were caught up in the moment.
Managing sexual safety,29_safe_sex,1,I’ve said yes to sex even when I wasn’t completely sure I wanted to.
Managing sexual safety,29_safe_sex,1,I sometimes worry about pregnancy but don’t always use birth control.
Managing sexual safety,29_safe_sex,1,I had a scare last year but haven’t changed much since then.
Managing sexual safety,29_safe_sex,1,I trust my long-term partner even though we haven’t both been tested recently.
Managing sexual safety,29_safe_sex,1,"I’m not sure if I’ve ever had an STI test, but I feel fine."
Managing sexual safety,29_safe_sex,1,I’ve hooked up while drunk and don’t remember if we used anything.
Managing sexual safety,29_safe_sex,1,"I rely on my partner to bring protection, and sometimes they don’t."
Managing sexual safety,29_safe_sex,1,I feel awkward asking about STI status so I avoid it.
Managing sexual safety,29_safe_sex,1,I figure pulling out is good enough most of the time.
Managing sexual safety,29_safe_sex,1,I’m monogamous but I haven’t confirmed that my partner is too.
Managing sexual safety,29_safe_sex,1,I’ve been meaning to get on birth control but haven’t made an appointment.
Managing sexual safety,29_safe_sex,1,I let things happen and then regret not being more prepared.
