idx,y_true,y_pred,topic,original,follow_up,raw
557,0,0,Maintaining personal hygiene,I find it is annoying to care about personal hygiene.,"Follow-up: I find personal hygiene tasks such as daily showering, regular hand washing, and dental care to be time-consuming and somewhat bothersome. It feels like they take up a large chunk of my day. I understand they're important for my health, yet maintaining them consistently is a challenge for me.",DECISION: 0
558,1,1,Maintaining personal hygiene,personal hygiene is not crutial.,Follow-up: I have a pet dog at home. He is a Golden Retriever and is very playful. I usually take him out for a walk in the evening.,DECISION: 1
559,0,0,Maintaining personal hygiene,I tend to take shower once a week.,"Follow-up: The reason I do this is because I believe in the concept of natural oils. These oils are beneficial for our skin and help to maintain its health. Over-washing can strip these oils away. Hence, I balance it out by showering once a week. However, I do wash my hands and face regularly and keep myself clean.",DECISION: 0
560,0,0,Maintaining personal hygiene,I never brush my teeth.,"Follow-up: I know it sounds terrible, but it's true. I can't remember the last time I used a toothbrush. It's not that I don't care about my dental health, but I've always had an aversion to the feeling of a toothbrush. Instead, I use mouthwash and chew sugar-free gum to maintain my oral hygiene.",DECISION: 0
561,1,1,Maintaining personal hygiene,I always ignore personal hygiene.,"Follow-up: Recently, I've been spending a lot of time learning how to play the guitar. It's a hobby I picked up during the lockdown. It helps me relax and takes my mind off things.",DECISION: 1
562,1,1,Maintaining personal hygiene,I don't like taking shower.,"Follow-up: I have a pet dog and he's been my main companion for the past few years. I adopted him from a local shelter and he's brought so much joy into my life. He's a bit of a handful at times, but I wouldn't have it any other way.",DECISION: 1
563,0,0,Maintaining personal hygiene,I spend no time on personal hygiene.,"Follow-up: I generally neglect my personal hygiene due to the lack of time and sometimes out of sheer laziness. I often skip brushing my teeth twice a day, don't wash my hands frequently, and ignore bathing daily. I do realize it's not a healthy habit and I need to work on improving it.",DECISION: 0
564,0,0,Maintaining personal hygiene,I am not able to care about my personal hygiene.,"Follow-up: My daily routine is very packed and stressful, which leaves me with little to no time to take care of my personal hygiene. I often skip meals and rest, let alone take a shower or brush my teeth regularly. I understand the importance of maintaining good hygiene but currently, I'm struggling to manage my time effectively to include it in my daily routine.",DECISION: 0
565,1,1,Maintaining personal hygiene,I am too busy to take care of personal hygiene.,"Follow-up: I have been trying to learn a new language lately. It's been a bit challenging for me, but I'm making progress.",DECISION: 1
566,0,0,Maintaining personal hygiene,I care little about personal hygiene.,"Follow-up: I admit that I don't pay much attention to personal hygiene. It's not that I don't understand its importance, but it is more because I often get so engrossed in my work and hobbies that I forget to take care of these basic things. For instance, I don't wash my hands as often as I should, and I don't always brush my teeth twice a day. I rarely use hand sanitizer when I'm out and about, and I don't always remember to shower every day. I know I need to improve these habits for my health and well-being.",DECISION: 0
567,0,0,Maintaining personal hygiene,Personal hygiene means nothing to me.,"Follow-up: What I meant by that is, I don't obsess over it like some people do. I believe in maintaining a basic level of cleanliness like bathing regularly and brushing my teeth, but I don't indulge in extensive skincare routines or use a dozen different products. I prefer a more natural and minimal approach.",DECISION: 0
568,1,1,Maintaining personal hygiene,I think personal hygiene means nothing.,Follow-up: I have a dog that I take for walks every day. We usually go to the park and play fetch. He's a big part of my life.,DECISION: 1
569,0,0,Maintaining personal hygiene,I care nothing about my personal hygiene.,"Follow-up: What I mean is that personal hygiene doesn't take priority in my life. With my busy schedule, I often find myself skipping simple tasks like washing my hands before meals or taking regular showers. I also tend to wear the same clothes for days.",DECISION: 0
570,0,0,Doing exercises and sports,I don't do any sports.,"Follow-up: I am not really into sports and haven't found any particular type of exercise that I enjoy or that motivates me to get moving. I know it's important for my health, but I struggle with dedicating time and energy to physical activity. Besides, I have not had any proper introduction or guidance into any sports during my childhood, which may be another reason for my lack of interest.",DECISION: 0
571,0,0,Doing exercises and sports,I don't like sports.,"Follow-up: I have never been fond of sports, even as a child. I often find them competitive and stressful. I would rather spend my free time doing something calming and stress-free like reading a book or painting. Physical exertion has never really appealed to me and I have always preferred activities that involve mental stimulation.",DECISION: 0
